客户等级,主叫次数,被叫次数,通话时长,费用,流失
1,0.593258427,0.622733304,0.522880751,0.335711704,0
1,0.844629823,1.244239631,0.80823487,0.997250147,0
2,0.851522248,0.97826087,0.780961419,0.941865509,0
1,0.746268657,0.892857143,0.605743761,0.576368876,0
3,0.681818182,1.011235955,1.157955909,1.053675461,0
2,0.952380952,0.918868366,0.898918212,0.828969282,0
1,0.973154362,1.062969925,0.872145943,0.838953051,0
1,0.937907078,1.618381618,1.030506117,0.485675417,0
2,0.712669683,0.886163413,1.035686922,1.204033295,0
2,0.884642995,0.856654735,0.674052858,0.675615234,0
2,0.845596559,0.778459821,1.120584797,0.941654717,0
2,0.596938776,0.967308554,0.628457739,0.330044872,0
2,0.798243348,0.914321676,1.003972271,0.868609263,0
2,0.607578397,0.551563821,0.644620054,0.570984277,0
1,1.035714286,0.91283293,1.259067541,2.718356453,0
2,1.551172708,1.412872841,1.640280859,1.535565997,0
1,1.311338885,1.886319846,1.45785955,1.295766033,0
2,1.525423729,1.226874391,1.355730706,1.119887319,0
2,1.162474507,1.147959184,1.179758424,1.042684631,0
2,0.854364436,0.846255361,0.794029214,0.616927721,0
1,0.7762216,1.192436975,0.785637733,0.970081549,0
1,1.820224719,1.362187998,1.187280667,1.276458098,0
1,1.977777778,1.732191514,2.023311261,1.697299839,0
1,0.341666667,1.045537341,1.040210923,1.076731962,0
2,0.185097295,0.42804298,0.169559911,0.172074575,0
2,1.582417582,0.813519356,0.923318428,0.847323835,0
1,1.933333333,0.563106796,0.982107737,0.621206712,0
2,0.50949051,0.866640285,0.626284071,0.592630294,0
1,0.87,0.469593379,0.447052933,0.398786487,0
1,0.944444444,1.135724332,0.653341643,0.711675801,0
2,1.246729219,1.187839842,0.917339052,0.953324197,0
1,1.458269329,1.010176125,1.128879547,1.1187828,0
4,1.28188091,1.377690802,1.591278535,1.405489744,0
2,0.976117441,1.059340659,1.089242008,1.050066916,0
2,0.988610742,0.872422575,0.916963078,1.207395004,0
2,1.115044248,1.000473037,1.212772541,1.450119737,0
1,1.105232216,0.846560847,0.947553612,0.824627326,0
2,0.952380952,0.755479559,1.181690701,1.070353457,0
1,1.455213597,1.176274018,1.733784581,1.086211037,0
3,1.052246986,1.030466539,1.160702322,0.785727868,0
1,1.057687546,0.960293483,1.56747447,2.943869941,0
1,0.190710652,0.092841163,0.329447451,0.238710437,0
2,1.158902447,0.973855392,0.895746959,1.184930022,0
2,1.13497537,1.045714286,1.161474013,0.384875429,0
1,1.083629893,1.333168562,0.975784505,1.311067721,0
1,1.732099197,1.232049689,2.425735874,4.341160124,0
3,1.215022091,0.952380952,1.197120589,1.041707777,0
1,1.837362637,1.892354125,1.693921011,1.636181575,0
1,1.061810721,0.972797694,0.945684237,0.959351336,0
1,0.9567021,1.203145478,1.168814244,1.155712776,0
1,1.213979154,1.126920888,1.079152682,1.032718602,0
1,1.569711281,1.703408267,1.594349012,1.587373147,0
1,0.573433584,0.76737625,0.778343107,0.795915221,0
1,1.491163476,1.329483283,1.369010543,1.392171873,0
2,0.490730643,0.495805684,0.619630824,0.694028173,0
2,0.968460111,1.23190686,1.048345757,0.618557978,0
1,0.753061225,1.618421053,1.158451304,0.868095603,0
1,1.338624339,1.359073359,1.199377119,1.013421198,0
2,0.505559584,0.638851503,0.536482608,0.584642238,0
2,1.28423815,0.888789137,1.083877312,1.321379784,0
1,0.583747927,0.638497653,0.638154061,0.63600191,0
1,0.387755102,0.6,0.440743184,0.354778476,0
2,1.839472003,1.278982797,1.768291217,1.497912839,0
2,1.041500399,0.64690027,0.69580966,0.614366926,0
2,1.67982771,1.233526621,1.963093251,2.816319417,0
1,1.166306696,1.665057915,1.620338384,1.779289075,0
1,0.719277395,0.936595633,1.054993799,1.141587161,0
2,0.732995818,0.783829455,0.858326479,0.81669251,0
1,1.30474177,1.120226308,1.190705402,1.123106968,0
2,1.406015038,1.03125,1.124972713,0.836823856,0
2,0.974025974,1.027966742,0.949147732,0.874326308,0
1,1.444043321,2.377919321,1.675222676,1.581624433,0
2,1.922303049,1.622746186,1.570889795,2.038664078,0
1,0.207822534,0.11511456,0.163489507,0.5826712,0
1,0.876847291,1.202436323,0.783061072,0.885676903,0
2,1.972144847,1.53968254,1.577900994,1.571069344,0
2,0.750665484,1.084444885,0.969560274,0.794915737,0
1,0.515759312,0.691476591,0.548056532,0.506728863,0
2,0.128712871,0,0.280509374,13.33668946,0
3,1.005467079,0.961281709,0.892125691,1.711138401,0
1,0.987517337,1.154095526,1.332392933,1.258122168,0
2,0.905452036,0.962984986,0.992456624,0.425825054,0
2,1.304945055,1.436293436,1.593001448,1.424697032,0
1,0.895833333,0.792467949,0.902746222,0.678575343,0
2,1.265625,1.143497758,1.508410242,1.249216685,0
1,0.412355212,0.927083333,0.748937928,0.72157254,0
1,1.107142857,1.010434783,0.964450069,0.917096966,0
1,1.371621622,1.488451668,1.377606645,1.456071724,0
2,1.340319912,0.937557112,1.059752954,0.947233943,0
1,0.471059113,1.172413793,0.685113042,0.687547193,0
2,0.408544726,0.686403149,0.558140749,0.543348371,0
1,1.321066777,1.014639071,1.140009481,1.060902789,0
1,1.519457695,2.141590679,2.196075141,1.805174871,0
1,1.077694236,0.950276243,1.062133032,1.161612251,0
2,1.769662921,1.491884425,1.60771359,2.206598616,0
1,1.185227598,1.210974456,1.281406663,1.213228604,0
1,1.114707952,0.851466414,1.109616434,0.908517432,0
1,0.994888351,0.678947368,0.766357146,0.783013283,0
2,2.034285714,1.40133318,1.312874062,0,0
2,1.130063966,1.074226035,1.008004989,1.058285816,0
2,0.26461432,0.342027984,0.213362141,0.156560356,0
2,1.094681612,1.018907563,0.855275517,0.77031198,0
1,0.747788797,0.971853425,0.924330563,0.799895864,0
1,0.458949097,0.484962406,0.74032274,0.735812575,0
1,1.127152989,0.949741824,0.816111688,0.866387591,0
2,1.086409032,0.86562942,1.065720088,0.964975782,0
1,0.883315158,1.133065221,0.955120514,0.983976183,0
1,0.632352941,0.852087757,0.872658099,0.9488313,0
1,0.194482382,0.533466534,0.498116313,0.457489751,0
2,1.189285714,0.959488273,1.120538514,1.165230654,0
1,0.388222465,0.916703986,0.669899707,0.656579481,0
2,0.974949221,1.12170711,1.069298478,0.645476109,0
1,0.915572559,0.990302126,0.969279184,0.992794351,0
1,0.438356164,0.6,0.693285886,0.503937008,0
1,0.434131737,0.409893993,0.521188746,0.457028788,0
2,0.785484612,0.698283387,0.632921183,0.310351868,0
1,1.033492823,0.943231441,0.947679429,0.702496457,0
1,0.96046568,1.457725948,0.93424392,0.967352331,0
1,0.677042802,1.062969925,1.035580051,0.874914101,0
2,1.055900621,0.857142857,1.033347847,1.022189424,0
1,0.9,0.761733778,1.272165417,0.994457646,0
2,1.189285714,1.300795978,0.998888982,0.759527524,0
1,0.957838723,1.321909425,1.101244226,0.845835473,0
1,1.376847291,1.298490128,2.23298835,2.397105323,0
1,1.168831169,1.12412178,1.391813698,0.645616,0
2,1.041064199,1.876955162,1.758862098,1.597520731,0
1,0.93585664,1.193121693,1.058796902,1.069209474,0
1,1.291858679,0.85961301,1.229162568,1.115490944,0
1,1.03117506,1.068322981,0.892413229,0.930617855,0
2,1.832939788,1.536465447,1.343979414,0.949430077,0
1,1.732191514,1.474316109,1.305182649,1.385442481,0
2,0.755573906,0.722843976,0.666149698,0.649044728,0
2,1.87012987,1.337305778,1.775479211,1.974755593,0
2,0.592926491,0.701970443,0.489518713,0.391952142,0
1,0.408617341,0.68417681,0.365552026,0.396195093,0
2,1.381073331,1.32746888,1.272983934,1.22413928,0
1,1.14379085,0.296108291,0.278596698,0.314681274,0
3,0.647708264,0.789038888,0.729378361,1.207785231,0
2,0.259493671,0.525641026,0.137294813,0.164131305,0
3,1.933315762,2.783763701,2.111648514,1.042216339,0
2,0.647373704,0.864168618,0.822742461,1.307277843,0
1,0.637307555,0.600864164,0.756123663,0.787176732,0
2,1.257044842,1.167953668,1.177364808,1.19471676,0
1,1.392857143,1.311134235,1.379565128,1.358423518,0
2,2.279900332,1.542857143,1.820607809,1.528726396,0
1,1.215336135,1.05952381,0.798353822,1.026139146,0
2,0.50722862,0.643178732,0.553502104,0.640467273,0
1,0.443521595,1.002816901,0.941270424,0.728726507,0
2,0.805860806,1.013477089,0.924984997,0.833820894,0
1,1.513975155,1.397335783,1.517838757,1.404561825,0
1,1.014312218,1.08720733,1.070107973,1.033250848,0
1,1.481840194,1.195054945,1.412908023,1.206951318,0
1,0.55957867,0.754826255,1.08011666,0.937160091,0
1,1.414504932,1.198574069,1.044807625,1.004436269,0
1,0.960284529,0.806933652,1.116816295,0.998707175,0
2,1.170666069,1.264091665,1.862050541,2.799777226,0
2,1.039454306,1.18006993,1.412238801,1.03633074,0
2,1.220715167,1.016311167,1.213236126,1.054371638,0
2,1.123914093,0,0.89599622,0.607541544,0
2,0.69058296,1.073482428,0.871238675,0.762028708,0
1,1.310751105,1.426127105,1.355792101,1.237248565,0
1,0.821198157,1.206287921,0.787092772,0.724415153,0
2,0,0.204861111,0.032022434,0.068090017,0
1,0.491525424,1.216990788,0.863612276,0.639779285,0
1,1.277234181,1.006012506,1.088640566,0.734739724,0
2,0.897959184,1.103664511,1.124277439,1.061174797,0
2,0.78,0.950609081,0.935680401,0.779634858,0
2,1.346840106,1.411838528,1.683467366,1.360329864,0
2,0.708963168,0.825880706,0.752279244,0.84703697,0
1,0.795191863,0.634686347,0.681933618,0.348376938,0
1,1.557786358,1.693324734,1.920234857,1.173851391,0
2,1.041087878,0.902844593,0.741160632,0.544889667,0
2,2.081632653,1.666249687,1.968044966,1.663705331,0
1,2.485549133,1.229050279,1.734848856,1.731048304,0
2,0.31416113,0.467436975,0.521909432,0.350153498,0
2,0.817191283,1.024983985,0.739590473,0.654288837,0
1,1.879611651,2.368106312,2.5860326,1.697199499,0
1,0.930735931,0.581081081,0.612436735,0.655227367,0
1,0.512503095,0.947540389,0.86291068,0.819630709,0
1,0.75499002,0.994740302,0.931717823,0.900635445,0
2,1.226190476,1.255283178,1.270601944,1.093137961,0
3,1.372059403,1.341243474,1.211423187,1.247079493,0
2,0.999259808,0.995391705,1.657476942,1.110521575,0
2,0.857142857,1.029575893,1.044915846,0.818390414,0
2,0.949367089,1.299392097,1.247113525,1.066633033,0
1,0.735014006,0.639687957,0.420262958,0.433612181,0
2,0.916442049,0.872454989,0.929692764,0.769992987,0
2,0.72386059,1.143336529,1.219715398,1.512030986,0
1,1.045673077,1.164658635,1.119217469,1.17915516,0
2,0.920930233,1.16833017,1.082568596,1.01726202,0
2,0.961176027,0.903790088,0.849502844,0.668300038,0
2,0.827067669,1.057692308,0.900014662,0.791781638,0
2,1.47314578,1.289185169,1.290635622,1.47381859,0
2,1.62834527,1.597994036,1.436150861,1.205341658,0
2,1.292472311,1.340508806,1.382746355,1.202720673,0
1,1.014252569,1.009376724,1.036295454,1.093151453,0
1,1.960281871,1.024844721,1.559759304,1.559572806,0
1,0.923076923,0.887323944,1.149368972,0.689307213,0
2,0.69373073,0.872712374,0.7930714,0.679616993,0
1,0.505617978,0.628881988,0.416957027,0.534054533,0
2,1.138047138,1.319663866,1.326350236,1.303314576,0
2,0.46913178,1.111751152,0.976092272,0.869407361,0
2,1.016463091,1.162756163,1.025258724,0.769936499,0
1,1.020860495,1.144386663,0.901341286,0.103525751,0
2,1.455259027,1.197339246,1.29613146,1.536465127,0
2,1.318242344,1.294261294,1.365836171,1.411232567,0
1,1.607142857,1.123996432,1.456400425,1.324361123,0
2,0.6965495,0.902073733,0.736731751,1.471841989,0
2,0.741579977,0.835120422,0.83523586,0.610457997,0
2,1.383928571,1.615980249,1.521882369,1.437064719,0
1,1.477964658,1.640552995,1.548776419,1.579836929,0
2,0.656482246,0.623903124,0.671382001,0.745005159,0
1,1.016668963,0.927460093,0.96348075,0.972208384,0
1,1.200168563,1.807319953,1.66082476,1.491220923,0
1,0.559006211,0.699088146,0.847975554,0.836525219,0
2,0.595488722,1.069306931,0.629215083,0.380802027,0
2,1.297909408,1.643977253,1.579008131,1.151181946,0
1,0.947000269,1.214527845,0.894520706,0.789295015,0
1,2.142105263,1.822992701,2.01567084,0,0
